date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,goal_diff,result,home_win,average_age,average_caps,fifa_ranking,recent_tournament_score
1991-01-22,Senegal,Algeria,2.0,2.0,Dakar Tournament,Dakar,Senegal,False,0.0,0,0,27.6,30.0,20,5.0
1991-01-23,Ivory Coast,Cameroon,1.0,1.0,Dakar Tournament,Dakar,Senegal,True,0.0,0,0,27.0,30.0,34,5.0
1991-01-29,Mexico,Colombia,0.0,0.0,Friendly,León,Mexico,False,0.0,0,0,27.8,30.0,19,5.0
1991-01-30,Australia,Czechoslovakia,0.0,1.0,Friendly,Melbourne,Australia,False,-1.0,-1,0,27.8,30.0,25,5.0
1991-02-01,United States,Switzerland,0.0,1.0,Miami Cup,Miami,United States,False,-1.0,-1,0,25.5,30.0,18,5.0
1991-02-03,Colombia,Switzerland,2.0,3.0,Miami Cup,Miami,United States,True,-1.0,-1,0,28.0,30.0,13,5.0
1991-02-06,Australia,Czechoslovakia,0.0,2.0,Friendly,Parramatta,Australia,False,-2.0,-1,0,27.8,30.0,25,5.0
1991-02-06,England,Cameroon,2.0,0.0,Friendly,London,England,False,2.0,1,1,26.2,55.0,5,9.5
1991-02-13,Italy,Belgium,0.0,0.0,Friendly,Terni,Italy,False,0.0,0,0,26.9,30.0,15,5.0
1991-02-15,Algeria,Cameroon,0.0,0.0,Friendly,Dakar,Senegal,True,0.0,0,0,28.2,30.0,37,5.0
1991-02-15,Senegal,Ivory Coast,0.0,0.0,Friendly,Dakar,Senegal,False,0.0,0,0,27.6,30.0,20,5.0
1991-02-17,Ivory Coast,Cameroon,3.0,2.0,Friendly,Dakar,Senegal,True,1.0,1,1,27.0,30.0,34,5.0
1991-02-17,Senegal,Algeria,1.0,3.0,Friendly,Dakar,Senegal,False,-2.0,-1,0,27.6,30.0,20,5.0
1991-02-19,Argentina,Hungary,2.0,0.0,Friendly,Rosario,Argentina,False,2.0,1,1,28.1,60.0,1,9.9
1991-02-20,France,Spain,3.0,1.0,UEFA Euro qualification,Paris,France,False,2.0,1,1,26.8,60.0,2,10.0
1991-02-20,Portugal,Malta,5.0,0.0,UEFA Euro qualification,Porto,Portugal,False,5.0,1,1,27.8,30.0,12,5.0
1991-02-27,Belgium,Luxembourg,3.0,0.0,UEFA Euro qualification,Brussels,Belgium,False,3.0,1,1,28.5,55.0,8,9.5
1991-02-27,Brazil,Paraguay,1.0,1.0,Friendly,Campo Grande,Brazil,False,0.0,0,0,27.5,55.0,4,9.5
1991-03-05,Algeria,Tunisia,2.0,1.0,Friendly,Annaba,Algeria,False,1.0,1,1,28.2,30.0,37,5.0
1991-03-12,United States,Mexico,2.0,2.0,NAFU Championship,Los Angeles,United States,False,0.0,0,0,25.5,30.0,18,5.0
1991-03-13,Argentina,Mexico,0.0,0.0,Friendly,Buenos Aires,Argentina,False,0.0,0,0,28.1,60.0,1,9.9
1991-03-13,Netherlands,Malta,1.0,0.0,UEFA Euro qualification,Rotterdam,Netherlands,False,1.0,1,1,27.0,30.0,14,5.0
1991-03-13,Poland,Finland,1.0,1.0,Friendly,Warsaw,Poland,False,0.0,0,0,28.0,30.0,28,5.0
1991-03-14,Canada,Mexico,0.0,3.0,NAFU Championship,Los Angeles,United States,True,-3.0,-1,0,26.5,30.0,38,5.0
1991-03-16,United States,Canada,2.0,0.0,NAFU Championship,Torrance,United States,False,2.0,1,1,25.5,30.0,18,5.0
1991-03-27,Argentina,Brazil,3.0,3.0,Friendly,Buenos Aires,Argentina,False,0.0,0,0,28.1,60.0,1,9.9
1991-03-27,Belgium,Wales,1.0,1.0,UEFA Euro qualification,Brussels,Belgium,False,0.0,0,0,28.5,55.0,8,9.5
1991-03-27,England,Republic of Ireland,1.0,1.0,UEFA Euro qualification,London,England,False,0.0,0,0,26.2,55.0,5,9.5
1991-03-27,Germany,Russia,2.0,1.0,Friendly,Frankfurt,Germany,False,1.0,1,1,27.5,55.0,9,9.5
1991-03-27,Morocco,Greece,0.0,0.0,Friendly,Rabat,Morocco,False,0.0,0,0,27.1,55.0,6,9.5
1991-03-27,Spain,Hungary,2.0,4.0,Friendly,Santander,Spain,False,-2.0,-1,0,26.5,60.0,3,9.8
1991-03-30,France,Albania,5.0,0.0,UEFA Euro qualification,Paris,France,False,5.0,1,1,26.8,60.0,2,10.0
1991-04-03,Algeria,Morocco,2.0,2.0,Friendly,Annaba,Algeria,False,0.0,0,0,28.2,30.0,37,5.0
1991-04-03,Switzerland,Romania,0.0,0.0,UEFA Euro qualification,Neuchâtel,Switzerland,False,0.0,0,0,28.2,30.0,17,5.0
1991-04-07,Mali,Burkina Faso,5.0,1.0,Friendly,Bamako,Mali,False,4.0,1,1,26.0,30.0,36,5.0
1991-04-09,Denmark,Bulgaria,1.0,1.0,Friendly,Odense,Denmark,False,0.0,0,0,27.9,30.0,23,5.0
1991-04-09,Mexico,Chile,1.0,0.0,Friendly,Veracruz,Mexico,False,1.0,1,1,27.8,30.0,19,5.0
1991-04-13,Nigeria,Ghana,0.0,0.0,African Cup of Nations qualification,Lagos,Nigeria,False,0.0,0,0,26.2,30.0,33,5.0
1991-04-14,Mali,Sierra Leone,0.0,0.0,African Cup of Nations qualification,Bamako,Mali,False,0.0,0,0,26.0,30.0,36,5.0
1991-04-17,Austria,Norway,0.0,0.0,Friendly,Vienna,Austria,False,0.0,0,0,27.2,30.0,27,5.0
1991-04-17,Costa Rica,Mexico,0.0,0.0,Friendly,San José,Costa Rica,False,0.0,0,0,28.5,30.0,42,5.0
1991-04-17,Netherlands,Finland,2.0,0.0,UEFA Euro qualification,Rotterdam,Netherlands,False,2.0,1,1,27.0,30.0,14,5.0
1991-04-17,Poland,Turkey,3.0,0.0,UEFA Euro qualification,Warsaw,Poland,False,3.0,1,1,28.0,30.0,28,5.0
1991-04-17,Spain,Romania,0.0,2.0,Friendly,Cáceres,Spain,False,-2.0,-1,0,26.5,60.0,3,9.8
1991-04-27,Nigeria,Benin,3.0,0.0,African Cup of Nations qualification,Lagos,Nigeria,False,3.0,1,1,26.2,30.0,33,5.0
1991-04-28,Mali,Cameroon,0.0,2.0,African Cup of Nations qualification,Bamako,Mali,False,-2.0,-1,0,26.0,30.0,36,5.0
1991-04-29,Ghana,Togo,2.0,0.0,African Cup of Nations qualification,Accra,Ghana,False,2.0,1,1,26.5,30.0,45,5.0
1991-04-30,Ivory Coast,Niger,1.0,0.0,African Cup of Nations qualification,Abidjan,Ivory Coast,False,1.0,1,1,27.0,30.0,34,5.0
1991-05-01,Germany,Belgium,1.0,0.0,UEFA Euro qualification,Hanover,Germany,False,1.0,1,1,27.5,55.0,9,9.5
1991-05-01,Italy,Hungary,3.0,1.0,UEFA Euro qualification,Salerno,Italy,False,2.0,1,1,26.9,30.0,15,5.0
1991-05-01,Norway,Cyprus,3.0,0.0,UEFA Euro qualification,Oslo,Norway,False,3.0,1,1,26.5,55.0,11,9.5
1991-05-01,Sweden,Austria,6.0,0.0,Friendly,Solna,Sweden,False,6.0,1,1,27.4,55.0,10,9.5
1991-05-05,Jamaica,Haiti,2.0,1.0,Friendly,Kingston,Jamaica,False,1.0,1,1,27.0,30.0,44,5.0
1991-05-05,Senegal,Ivory Coast,0.0,0.0,Friendly,Dakar,Senegal,False,0.0,0,0,27.6,30.0,20,5.0
1991-05-05,United States,Uruguay,1.0,0.0,Friendly,Denver,United States,False,1.0,1,1,25.5,30.0,18,5.0
1991-05-06,Jamaica,Haiti,2.0,0.0,Friendly,Savanna-la-Mar,Jamaica,False,2.0,1,1,27.0,30.0,44,5.0
1991-05-07,Mexico,Uruguay,0.0,2.0,Friendly,Los Angeles,United States,True,-2.0,-1,0,27.8,30.0,19,5.0
1991-05-12,New Zealand,Australia,0.0,1.0,Trans-Tasman Cup,Christchurch,New Zealand,False,-1.0,-1,0,26.0,30.0,48,5.0
1991-05-12,Panama,Honduras,2.0,0.0,UNCAF Cup,Panama City,Panama,False,2.0,1,1,27.5,30.0,43,5.0
1991-05-15,Australia,New Zealand,2.0,1.0,Trans-Tasman Cup,Adelaide,Australia,False,1.0,1,1,27.8,30.0,25,5.0
1991-05-18,Honduras,Panama,3.0,0.0,UNCAF Cup,San Pedro Sula,Honduras,False,3.0,1,1,27.5,30.0,49,5.0
1991-05-19,United States,Argentina,0.0,1.0,Friendly,Palo Alto,United States,False,-1.0,-1,0,25.5,30.0,18,5.0
1991-05-21,England,Russia,3.0,1.0,Friendly,London,England,False,2.0,1,1,26.2,55.0,5,9.5
1991-05-22,Austria,Faroe Islands,3.0,0.0,UEFA Euro qualification,Salzburg,Austria,False,3.0,1,1,27.2,30.0,27,5.0
1991-05-23,Argentina,Russia,1.0,1.0,Friendly,Manchester,England,True,0.0,0,0,28.1,60.0,1,9.9
1991-05-23,Norway,Romania,1.0,0.0,Friendly,Oslo,Norway,False,1.0,1,1,26.5,55.0,11,9.5
1991-05-24,Jamaica,Guyana,6.0,0.0,CFU Caribbean Cup,Kingston,Jamaica,False,6.0,1,1,27.0,30.0,44,5.0
1991-05-25,England,Argentina,2.0,2.0,Friendly,London,England,False,0.0,0,0,26.2,55.0,5,9.5
1991-05-26,Costa Rica,Honduras,2.0,0.0,UNCAF Cup,San José,Costa Rica,False,2.0,1,1,28.5,30.0,42,5.0
1991-05-26,Jamaica,Cayman Islands,3.0,2.0,CFU Caribbean Cup,Kingston,Jamaica,False,1.0,1,1,27.0,30.0,44,5.0
1991-05-28,Brazil,Bulgaria,3.0,0.0,Friendly,Uberlândia,Brazil,False,3.0,1,1,27.5,55.0,4,9.5
1991-05-29,Costa Rica,El Salvador,7.0,1.0,UNCAF Cup,San José,Costa Rica,False,6.0,1,1,28.5,30.0,42,5.0
1991-05-29,Poland,Wales,0.0,0.0,Friendly,Radom,Poland,False,0.0,0,0,28.0,30.0,28,5.0
1991-05-30,Jamaica,Saint Lucia,2.0,0.0,CFU Caribbean Cup,Kingston,Jamaica,False,2.0,1,1,27.0,30.0,44,5.0
1991-06-01,Australia,England,0.0,1.0,Friendly,Sydney,Australia,False,-1.0,-1,0,27.8,30.0,25,5.0
1991-06-01,United States,Republic of Ireland,1.0,1.0,Friendly,Foxborough,United States,False,0.0,0,0,25.5,30.0,18,5.0
1991-06-02,Costa Rica,Guatemala,1.0,0.0,UNCAF Cup,San José,Costa Rica,False,1.0,1,1,28.5,30.0,42,5.0
1991-06-02,Honduras,El Salvador,2.0,1.0,UNCAF Cup,San José,Costa Rica,True,1.0,1,1,27.5,30.0,49,5.0
1991-06-02,Jamaica,Trinidad and Tobago,2.0,0.0,CFU Caribbean Cup,Kingston,Jamaica,False,2.0,1,1,27.0,30.0,44,5.0
1991-06-02,Japan,Thailand,1.0,0.0,Kirin Cup,Tendo,Japan,False,1.0,1,1,27.0,30.0,21,5.0
1991-06-03,New Zealand,England,0.0,1.0,Friendly,Auckland,New Zealand,False,-1.0,-1,0,26.0,30.0,48,5.0
1991-06-05,Denmark,Austria,2.0,1.0,UEFA Euro qualification,Odense,Denmark,False,1.0,1,1,27.9,30.0,23,5.0
1991-06-05,Norway,Italy,2.0,1.0,UEFA Euro qualification,Oslo,Norway,False,1.0,1,1,26.5,55.0,11,9.5
1991-06-05,Sweden,Colombia,2.0,2.0,Friendly,Solna,Sweden,False,0.0,0,0,27.4,55.0,10,9.5
1991-06-05,Switzerland,San Marino,7.0,0.0,UEFA Euro qualification,St. Gallen,Switzerland,False,7.0,1,1,28.2,30.0,17,5.0
1991-06-06,Peru,Ecuador,0.0,1.0,Friendly,Lima,Peru,False,-1.0,-1,0,28.5,30.0,31,5.0
1991-06-07,South Korea,Egypt,0.0,0.0,Korea Cup,Seoul,South Korea,False,0.0,0,0,27.5,30.0,24,5.0
1991-06-08,New Zealand,England,0.0,2.0,Friendly,Wellington,New Zealand,False,-2.0,-1,0,26.0,30.0,48,5.0
1991-06-09,Egypt,Malta,5.0,2.0,Korea Cup,Daejeon,South Korea,True,3.0,1,1,27.5,30.0,32,5.0
1991-06-09,Ivory Coast,Senegal,2.0,0.0,Friendly,Abidjan,Ivory Coast,False,2.0,1,1,27.0,30.0,34,5.0
1991-06-09,South Korea,Indonesia,3.0,0.0,Korea Cup,Daejeon,South Korea,False,3.0,1,1,27.5,30.0,24,5.0
1991-06-11,Egypt,Indonesia,6.0,0.0,Korea Cup,Seoul,South Korea,True,6.0,1,1,27.5,30.0,32,5.0
1991-06-11,South Korea,Malta,1.0,1.0,Korea Cup,Gwangju,South Korea,False,0.0,0,0,27.5,30.0,24,5.0
1991-06-12,Denmark,Italy,0.0,2.0,Scania 100 Tournament,Malmö,Sweden,True,-2.0,-1,0,27.9,30.0,23,5.0
1991-06-12,Peru,Uruguay,1.0,0.0,Friendly,Lima,Peru,False,1.0,1,1,28.5,30.0,31,5.0
1991-06-13,Sweden,Russia,2.0,3.0,Scania 100 Tournament,Gothenburg,Sweden,False,-1.0,-1,0,27.4,55.0,10,9.5
1991-06-14,South Korea,Australia,0.0,0.0,Korea Cup,Seoul,South Korea,False,0.0,0,0,27.5,30.0,24,5.0
1991-06-15,Sweden,Denmark,4.0,0.0,Scania 100 Tournament,Norrköping,Sweden,False,4.0,1,1,27.4,55.0,10,9.5
1991-06-16,Italy,Russia,1.0,1.0,Scania 100 Tournament,Solna,Sweden,True,0.0,0,0,26.9,30.0,15,5.0
1991-06-16,South Korea,Egypt,2.0,0.0,Korea Cup,Seoul,South Korea,False,2.0,1,1,27.5,30.0,24,5.0
1991-06-19,Ecuador,Chile,2.0,1.0,Friendly,Guayaquil,Ecuador,False,1.0,1,1,25.8,30.0,30,5.0
1991-06-20,Uruguay,Peru,0.0,0.0,Friendly,Montevideo,Uruguay,False,0.0,0,0,27.2,30.0,16,5.0
1991-06-25,Costa Rica,Colombia,0.0,1.0,Friendly,San José,Costa Rica,False,-1.0,-1,0,28.5,30.0,42,5.0
1991-06-25,Ecuador,Peru,2.0,2.0,Friendly,Guayaquil,Ecuador,False,0.0,0,0,25.8,30.0,30,5.0
1991-06-26,Uruguay,Chile,2.0,1.0,Friendly,Montevideo,Uruguay,False,1.0,1,1,27.2,30.0,16,5.0
1991-06-27,Brazil,Argentina,1.0,1.0,Friendly,Curitiba,Brazil,False,0.0,0,0,27.5,55.0,4,9.5
1991-06-28,Canada,Honduras,2.0,4.0,Gold Cup,Los Angeles,United States,True,-2.0,-1,0,26.5,30.0,38,5.0
1991-06-28,Mexico,Jamaica,4.0,1.0,Gold Cup,Los Angeles,United States,True,3.0,1,1,27.8,30.0,19,5.0
1991-06-29,Costa Rica,Guatemala,2.0,0.0,Gold Cup,Pasadena,United States,True,2.0,1,1,28.5,30.0,42,5.0
1991-06-29,United States,Trinidad and Tobago,2.0,1.0,Gold Cup,Pasadena,United States,False,1.0,1,1,25.5,30.0,18,5.0
1991-06-30,Canada,Mexico,1.0,3.0,Gold Cup,Los Angeles,United States,True,-2.0,-1,0,26.5,30.0,38,5.0
1991-06-30,Jamaica,Honduras,0.0,5.0,Gold Cup,Los Angeles,United States,True,-5.0,-1,0,27.0,30.0,44,5.0
1991-07-01,United States,Guatemala,3.0,0.0,Gold Cup,Pasadena,United States,False,3.0,1,1,25.5,30.0,18,5.0
1991-07-02,Jamaica,Canada,2.0,3.0,Gold Cup,Los Angeles,United States,True,-1.0,-1,0,27.0,30.0,44,5.0
1991-07-02,Mexico,Honduras,1.0,1.0,Gold Cup,Los Angeles,United States,True,0.0,0,0,27.8,30.0,19,5.0
1991-07-03,United States,Costa Rica,3.0,2.0,Gold Cup,Los Angeles,United States,False,1.0,1,1,25.5,30.0,18,5.0
1991-07-05,Honduras,Costa Rica,2.0,0.0,Gold Cup,Los Angeles,United States,True,2.0,1,1,27.5,30.0,49,5.0
1991-07-05,United States,Mexico,2.0,0.0,Gold Cup,Los Angeles,United States,False,2.0,1,1,25.5,30.0,18,5.0
1991-07-07,Colombia,Ecuador,1.0,0.0,Copa América,Valparaíso,Chile,True,1.0,1,1,28.0,30.0,13,5.0
1991-07-07,Mexico,Costa Rica,2.0,0.0,Gold Cup,Los Angeles,United States,True,2.0,1,1,27.8,30.0,19,5.0
1991-07-07,United States,Honduras,0.0,0.0,Gold Cup,Los Angeles,United States,False,0.0,0,0,25.5,30.0,18,5.0
1991-07-08,Argentina,Venezuela,3.0,0.0,Copa América,Santiago,Chile,True,3.0,1,1,28.1,60.0,1,9.9
1991-07-09,Ecuador,Uruguay,1.0,1.0,Copa América,Viña del Mar,Chile,True,0.0,0,0,25.8,30.0,30,5.0
1991-07-11,Brazil,Uruguay,1.0,1.0,Copa América,Viña del Mar,Chile,True,0.0,0,0,27.5,55.0,4,9.5
1991-07-12,Argentina,Paraguay,4.0,1.0,Copa América,Concepción,Chile,True,3.0,1,1,28.1,60.0,1,9.9
1991-07-12,Egypt,Chad,5.0,1.0,African Cup of Nations qualification,Cairo,Egypt,False,4.0,1,1,27.5,30.0,32,5.0
1991-07-12,Peru,Venezuela,5.0,1.0,Copa América,Santiago,Chile,True,4.0,1,1,28.5,30.0,31,5.0
1991-07-13,Brazil,Colombia,0.0,2.0,Copa América,Viña del Mar,Chile,True,-2.0,-1,0,27.5,55.0,4,9.5
1991-07-14,Argentina,Peru,3.0,2.0,Copa América,Santiago,Chile,True,1.0,1,1,28.1,60.0,1,9.9
1991-07-14,Cameroon,Sierra Leone,1.0,0.0,African Cup of Nations qualification,Yaoundé,Cameroon,False,1.0,1,1,26.8,30.0,35,5.0
1991-07-15,Brazil,Ecuador,3.0,1.0,Copa América,Viña del Mar,Chile,True,2.0,1,1,27.5,55.0,4,9.5
1991-07-15,Colombia,Uruguay,0.0,1.0,Copa América,Viña del Mar,Chile,True,-1.0,-1,0,28.0,30.0,13,5.0
1991-07-17,Argentina,Brazil,3.0,2.0,Copa América,Santiago,Chile,True,1.0,1,1,28.1,60.0,1,9.9
1991-07-19,Brazil,Colombia,2.0,0.0,Copa América,Santiago,Chile,True,2.0,1,1,27.5,55.0,4,9.5
1991-07-21,Argentina,Colombia,2.0,1.0,Copa América,Santiago,Chile,True,1.0,1,1,28.1,60.0,1,9.9
1991-07-24,Ivory Coast,Guinea,0.0,0.0,Friendly,Abidjan,Ivory Coast,False,0.0,0,0,27.0,30.0,34,5.0
1991-07-26,Egypt,Tunisia,2.0,2.0,African Cup of Nations qualification,Cairo,Egypt,False,0.0,0,0,27.5,30.0,32,5.0
1991-07-27,Japan,South Korea,0.0,1.0,Friendly,Nagasaki,Japan,False,-1.0,-1,0,27.0,30.0,21,5.0
1991-07-27,Nigeria,Burkina Faso,7.0,1.0,African Cup of Nations qualification,Lagos,Nigeria,False,6.0,1,1,26.2,30.0,33,5.0
1991-07-28,Cameroon,Guinea,1.0,0.0,African Cup of Nations qualification,Yaoundé,Cameroon,False,1.0,1,1,26.8,30.0,35,5.0
1991-07-28,Ivory Coast,Morocco,2.0,0.0,African Cup of Nations qualification,Abidjan,Ivory Coast,False,2.0,1,1,27.0,30.0,34,5.0
1991-08-08,Norway,Sweden,1.0,2.0,Friendly,Oslo,Norway,False,-1.0,-1,0,26.5,55.0,11,9.5
1991-08-14,Poland,France,1.0,5.0,Friendly,Poznań,Poland,False,-4.0,-1,0,28.0,30.0,28,5.0
1991-08-21,Poland,Sweden,2.0,0.0,Friendly,Gdynia,Poland,False,2.0,1,1,28.0,30.0,28,5.0
1991-08-28,Norway,Russia,0.0,1.0,UEFA Euro qualification,Oslo,Norway,False,-1.0,-1,0,26.5,55.0,11,9.5
1991-09-01,Ivory Coast,Benin,1.0,0.0,Friendly,Abidjan,Ivory Coast,False,1.0,1,1,27.0,30.0,34,5.0
1991-09-04,Portugal,Austria,1.0,1.0,Friendly,Porto,Portugal,False,0.0,0,0,27.8,30.0,12,5.0
1991-09-04,Spain,Uruguay,2.0,1.0,Friendly,Oviedo,Spain,False,1.0,1,1,26.5,60.0,3,9.8
1991-09-04,Sweden,Yugoslavia,4.0,3.0,Friendly,Solna,Sweden,False,1.0,1,1,27.4,55.0,10,9.5
1991-09-08,Mali,Guinea,0.0,0.0,Friendly,Bamako,Mali,False,0.0,0,0,26.0,30.0,36,5.0
1991-09-11,England,Germany,0.0,1.0,Friendly,London,England,False,-1.0,-1,0,26.2,55.0,5,9.5
1991-09-11,Netherlands,Poland,1.0,1.0,Friendly,Eindhoven,Netherlands,False,0.0,0,0,27.0,30.0,14,5.0
1991-09-11,Portugal,Finland,1.0,0.0,UEFA Euro qualification,Porto,Portugal,False,1.0,1,1,27.8,30.0,12,5.0
1991-09-11,Switzerland,Scotland,2.0,2.0,UEFA Euro qualification,Bern,Switzerland,False,0.0,0,0,28.2,30.0,17,5.0
1991-09-14,United States,Jamaica,1.0,0.0,Friendly,High Point,United States,False,1.0,1,1,25.5,30.0,18,5.0
1991-09-21,Egypt,Nigeria,1.0,2.0,Friendly,Ismailia,Egypt,False,-1.0,-1,0,27.5,30.0,32,5.0
1991-09-22,Cameroon,Mali,1.0,0.0,Friendly,Alexandria,Egypt,True,1.0,1,1,26.8,30.0,35,5.0
1991-09-23,Egypt,Zimbabwe,2.0,3.0,Friendly,Ismailia,Egypt,False,-1.0,-1,0,27.5,30.0,32,5.0
1991-09-23,Nigeria,Uganda,8.0,1.0,Friendly,Ismailia,Egypt,True,7.0,1,1,26.2,30.0,33,5.0
1991-09-24,Cameroon,Tunisia,0.0,1.0,Friendly,Alexandria,Egypt,True,-1.0,-1,0,26.8,30.0,35,5.0
1991-09-24,Mali,Mauritius,5.0,0.0,Friendly,Alexandria,Egypt,True,5.0,1,1,26.0,30.0,36,5.0
1991-09-25,Egypt,Uganda,1.0,0.0,Friendly,Ismailia,Egypt,False,1.0,1,1,27.5,30.0,32,5.0
1991-09-25,Nigeria,Zimbabwe,1.0,0.0,Friendly,Ismailia,Egypt,True,1.0,1,1,26.2,30.0,33,5.0
1991-09-25,Norway,Czechoslovakia,2.0,3.0,Friendly,Oslo,Norway,False,-1.0,-1,0,26.5,55.0,11,9.5
1991-09-26,Cameroon,Mauritius,1.0,0.0,Friendly,Alexandria,Egypt,True,1.0,1,1,26.8,30.0,35,5.0
1991-09-26,Mali,Tunisia,0.0,0.0,Friendly,Alexandria,Egypt,True,0.0,0,0,26.0,30.0,36,5.0
1991-09-28,Cameroon,Nigeria,1.0,0.0,Friendly,Ismailia,Egypt,True,1.0,1,1,26.8,30.0,35,5.0
1991-09-28,Egypt,Mali,0.0,0.0,Friendly,Ismailia,Egypt,False,0.0,0,0,27.5,30.0,32,5.0
1991-09-30,Cameroon,Tunisia,1.0,0.0,Friendly,Cairo,Egypt,True,1.0,1,1,26.8,30.0,35,5.0
1991-09-30,Nigeria,Zimbabwe,3.0,0.0,Friendly,Cairo,Egypt,True,3.0,1,1,26.2,30.0,33,5.0
1991-10-09,Austria,Denmark,0.0,3.0,UEFA Euro qualification,Vienna,Austria,False,-3.0,-1,0,27.2,30.0,27,5.0
1991-10-09,Switzerland,Sweden,3.0,1.0,Friendly,Lucerne,Switzerland,False,2.0,1,1,28.2,30.0,17,5.0
1991-10-12,Spain,France,1.0,2.0,UEFA Euro qualification,Seville,Spain,False,-1.0,-1,0,26.5,60.0,3,9.8
1991-10-13,Algeria,Iran,1.0,0.0,Friendly,Algiers,Algeria,False,1.0,1,1,28.2,30.0,37,5.0
1991-10-16,England,Turkey,1.0,0.0,UEFA Euro qualification,London,England,False,1.0,1,1,26.2,55.0,5,9.5
1991-10-16,Germany,Wales,4.0,1.0,UEFA Euro qualification,Nuremberg,Germany,False,3.0,1,1,27.5,55.0,9,9.5
1991-10-16,Netherlands,Portugal,1.0,0.0,UEFA Euro qualification,Rotterdam,Netherlands,False,1.0,1,1,27.0,30.0,14,5.0
1991-10-16,Poland,Republic of Ireland,3.0,3.0,UEFA Euro qualification,Poznań,Poland,False,0.0,0,0,28.0,30.0,28,5.0
1991-10-19,United States,North Korea,1.0,2.0,Friendly,"Washington, D.C.",United States,False,-1.0,-1,0,25.5,30.0,18,5.0
1991-10-30,Brazil,Yugoslavia,3.0,1.0,Friendly,Varginha,Brazil,False,2.0,1,1,27.5,55.0,4,9.5
1991-10-31,Ghana,Senegal,2.0,3.0,Friendly,Abidjan,Ivory Coast,True,-1.0,-1,0,26.5,30.0,45,5.0
1991-10-31,Ivory Coast,Nigeria,2.0,0.0,Friendly,Abidjan,Ivory Coast,False,2.0,1,1,27.0,30.0,34,5.0
1991-11-02,Ghana,Nigeria,1.0,0.0,Friendly,Abidjan,Ivory Coast,True,1.0,1,1,26.5,30.0,45,5.0
1991-11-02,Ivory Coast,Senegal,1.0,0.0,Friendly,Abidjan,Ivory Coast,False,1.0,1,1,27.0,30.0,34,5.0
1991-11-13,Austria,Yugoslavia,0.0,2.0,UEFA Euro qualification,Vienna,Austria,False,-2.0,-1,0,27.2,30.0,27,5.0
1991-11-13,Denmark,Northern Ireland,2.0,1.0,UEFA Euro qualification,Odense,Denmark,False,1.0,1,1,27.9,30.0,23,5.0
1991-11-13,Italy,Norway,1.0,1.0,UEFA Euro qualification,Genoa,Italy,False,0.0,0,0,26.9,30.0,15,5.0
1991-11-13,Poland,England,1.0,1.0,UEFA Euro qualification,Poznań,Poland,False,0.0,0,0,28.0,30.0,28,5.0
1991-11-13,Spain,Czechoslovakia,2.0,1.0,UEFA Euro qualification,Seville,Spain,False,1.0,1,1,26.5,60.0,3,9.8
1991-11-20,Belgium,Germany,0.0,1.0,UEFA Euro qualification,Brussels,Belgium,False,-1.0,-1,0,28.5,55.0,8,9.5
1991-11-20,France,Iceland,3.0,1.0,UEFA Euro qualification,Paris,France,False,2.0,1,1,26.8,60.0,2,10.0
1991-11-20,Mexico,Uruguay,1.0,1.0,Friendly,Veracruz,Mexico,False,0.0,0,0,27.8,30.0,19,5.0
1991-11-20,Portugal,Greece,1.0,0.0,UEFA Euro qualification,Lisbon,Portugal,False,1.0,1,1,27.8,30.0,12,5.0
1991-11-23,Ivory Coast,Niger,5.0,2.0,Friendly,Abidjan,Ivory Coast,False,3.0,1,1,27.0,30.0,34,5.0
1991-11-24,Senegal,Guinea-Bissau,4.0,0.0,Amílcar Cabral Cup,Dakar,Senegal,False,4.0,1,1,27.6,30.0,20,5.0
1991-11-24,United States,Costa Rica,1.0,1.0,Friendly,Dallas,United States,False,0.0,0,0,25.5,30.0,18,5.0
1991-11-26,Mali,Sierra Leone,1.0,1.0,Amílcar Cabral Cup,Dakar,Senegal,True,0.0,0,0,26.0,30.0,36,5.0
1991-11-27,Costa Rica,Mexico,1.0,1.0,Friendly,Los Angeles,United States,True,0.0,0,0,28.5,30.0,42,5.0
1991-11-27,Senegal,Cape Verde,0.0,0.0,Amílcar Cabral Cup,Dakar,Senegal,False,0.0,0,0,27.6,30.0,20,5.0
1991-11-30,Senegal,Gambia,2.0,0.0,Amílcar Cabral Cup,Dakar,Senegal,False,2.0,1,1,27.6,30.0,20,5.0
1991-12-02,Senegal,Cape Verde,1.0,0.0,Amílcar Cabral Cup,Dakar,Senegal,False,1.0,1,1,27.6,30.0,20,5.0
1991-12-03,Egypt,Poland,4.0,0.0,Friendly,Cairo,Egypt,False,4.0,1,1,27.5,30.0,32,5.0
1991-12-04,Mexico,Hungary,3.0,0.0,Friendly,León,Mexico,False,3.0,1,1,27.8,30.0,19,5.0
1991-12-04,Morocco,Mali,3.0,0.0,Friendly,Casablanca,Morocco,False,3.0,1,1,27.1,55.0,6,9.5
1991-12-05,Egypt,Poland,0.0,0.0,Friendly,Cairo,Egypt,False,0.0,0,0,27.5,30.0,32,5.0
1991-12-16,Algeria,Senegal,3.0,1.0,Friendly,Algiers,Algeria,False,2.0,1,1,28.2,30.0,37,5.0
1991-12-18,Brazil,Czechoslovakia,2.0,1.0,Friendly,Goiânia,Brazil,False,1.0,1,1,27.5,55.0,4,9.5
